"video_id"	"last_trending_date"	"publish_date"	"category_id"	"channel_title"	"views"	"likes"	"dislikes"	"comment_count"	"title"	"trend_day_count"	"tags_count"	"subscriber"	"category_desc"
"2kyS6SvSYSE"	"2017-11-20"	"2017-11-13"	22	"CaseyNeistat"	2564903	96321	7972	22149	"WE WANT TO TALK ABOUT OUR MARRIAGE"	7	1	9086142	"People & Blogs"
"1ZAPwfrtAFY"	"2017-11-20"	"2017-11-13"	24	"LastWeekTonight"	6109402	151250	11508	19820	"The Trump Presidency: Last Week Tonight with John Oliver (HBO)"	7	4	5937292	"Entertainment"
"puqaWrEC7tY"	"2017-11-20"	"2017-11-13"	24	"Good Mythical Morning"	913268	16729	1386	2988	"Nickelback Lyrics: Real or Fake?"	7	28	13186408	"Entertainment"
"d380meD0W0M"	"2017-11-19"	"2017-11-12"	24	"nigahiga"	2819118	153395	2416	20573	"I Dare You: GOING BALD!?"	6	14	20563106	"Entertainment"
"39idVpFF7NQ"	"2017-11-18"	"2017-11-12"	24	"Saturday Night Live"	2688797	19042	3059	2689	"Roy Moore & Jeff Sessions Cold Open - SNL"	5	42	5292034	"Entertainment"
"nc99ccSXST0"	"2017-11-19"	"2017-11-12"	28	"CrazyRussianHacker"	1251577	28951	1146	2606	"5 Ice Cream Gadgets put to the Test"	6	13	10474796	"Science & Technology"
"jr9QtXwC9vc"	"2017-11-15"	"2017-11-13"	1	"20th Century Fox"	2671756	12699	505	1010	"The Greatest Showman | Official Trailer 2 [HD] | 20th Century FOX"	2	28	2453494	"Film and Animation"
"TUmyygCMMGA"	"2017-11-15"	"2017-11-13"	25	"Vox"	635985	20721	2417	4111	"Why the rise of the robots won’t mean the end of work"	2	20	3808198	"News & Politics"
"9wRQljFNDW8"	"2017-11-14"	"2017-11-13"	17	"NFL"	81377	655	25	177	"Dion Lewis' 103-Yd Kick Return TD vs. Denver! | Can't-Miss Play | NFL Wk 10 Highlights"	1	49	3212413	"Sports"
"VifQlJit6A0"	"2017-11-19"	"2017-11-13"	24	"amc"	230403	2413	581	2002	"(SPOILERS) 'Shiva Saves the Day' Talked About Scene Ep. 804 | The Walking Dead"	6	40	657573	"Entertainment"
"GgVmn66oK_A"	"2017-11-18"	"2017-11-12"	25	"NowThis World"	789594	10203	1561	3551	"Which Countries Are About To Collapse?"	5	25	1740822	"News & Politics"
"kgaO45SyaO4"	"2017-11-16"	"2017-11-13"	28	"BostonDynamics"	5531707	72727	3362	14816	"The New SpotMini"	3	5	824219	"Science & Technology"
"ZAQs-ctOqXQ"	"2017-11-18"	"2017-11-12"	23	"Cracked"	371683	9600	750	1282	"One Change That Would Make Pacific Rim a Classic"	5	32	2158902	"Comedy"
"eNSN6qet1kE"	"2017-11-19"	"2017-11-13"	28	"PeterSripol"	429830	22885	141	3403	"HomeMade Electric Airplane"	6	18	483293	"Science & Technology"
"6VhU_T463sU"	"2017-11-18"	"2017-11-12"	28	"Tested"	343273	4503	182	266	"The Making of Hela's Headdress from Thor: Ragnarok"	5	18	3188804	"Science & Technology"
"JBZTZZAcFTw"	"2017-11-16"	"2017-11-12"	26	"Refinery29"	237111	2323	786	636	"What $4,800 Will Get You In NYC | Sweet Digs Home Tour | Refinery29"	3	35	890739	"Howto & Style"
"fcVjitaM3LY"	"2017-11-18"	"2017-11-13"	28	"Numberphile"	188957	7394	75	680	"78557 and Proth Primes - Numberphile"	5	3	2404027	"Science & Technology"
"qeWvgZLz9yU"	"2017-11-18"	"2017-11-13"	26	"JerryRigEverything"	265799	14179	384	1727	"A Smart... MUG?! - Take apart a Heated Thermos!"	5	18	1689905	"Howto & Style"
"iIxy3JN3-jc"	"2017-11-19"	"2017-11-13"	25	"Cleveland Cavaliers on cleveland.com"	87403	285	128	175	"LeBron James admits he was ripping Phil Jackson and thinks DeShaun Watson should be the Browns qu..."	6	1	23612	"News & Politics"
"n30k5CwLhS4"	"2017-11-17"	"2011-05-29"	1	"FaeryInLoveInc"	58689	831	253	306	"Nick Andopolis: Drummer"	4	8	44	"Film and Animation"
"CBVGjS_EJok"	"2017-11-18"	"2017-11-06"	24	"Amazon.co.uk"	108297	232	184	0	"Amazon Christmas Advert 2017 - Toys & Games"	5	27	51151	"Entertainment"
"n1WpP7iowLc"	"2017-11-18"	"2017-11-10"	10	"EminemVEVO"	26448434	911883	53873	127481	"Eminem - Walk On Water (Audio) ft. Beyoncé"	5	6	26383080	"Music"
"hz7ukDjuq4w"	"2017-11-18"	"2017-11-12"	24	"officer401"	147851	5319	171	739	"What's Inside a Detectives Car?"	5	40	410738	"Entertainment"
"0mlNzVSJrT0"	"2017-11-17"	"2017-04-21"	22	"Nobrand"	122634	2908	210	595	"Me-O Cats Commercial"	4	4	125	"People & Blogs"
"e_7zHm7GsYc"	"2017-11-19"	"2017-11-13"	10	"Hunter Hayes"	112866	3643	112	137	"Hunter Hayes - You Should Be Loved (Part One Of Pictures)"	6	13	658161	"Music"
"zZ9FciUx6gs"	"2017-11-20"	"2017-11-13"	10	"Nickelback"	459969	16399	822	1226	"Nickelback - The Betrayal Act III [Official Video]"	7	14	1935019	"Music"
"PaJCFHXcWmM"	"2017-11-20"	"2017-11-13"	10	"U2VEVO"	441712	12162	482	6058	"U2 - The Blackout"	7	6	1060292	"Music"
"goP4Z5wyOlM"	"2017-11-14"	"2017-11-12"	25	"BBC News"	34785	308	26	413	"Iraq-Iran earthquake: Deadly tremor hits border region - BBC News"	1	10	2119249	"News & Politics"
"NZFhMSgbKKM"	"2017-11-18"	"2017-11-13"	17	"Ben Rohrbach"	22302	83	75	63	"Dennis Smith Jr. and LeBron James go back and forth"	5	0	517	"Sports"
"BWPrk9PUwQE"	"2017-11-17"	"2017-11-12"	26	"dope2111"	1856410	38114	2049	2768	"iPhone X vs Makeup Transformation (Face ID TEST)"	4	17	5019780	"Howto & Style"
"sbcbvuitiTc"	"2017-11-15"	"2017-11-10"	17	"NBA Highlights · YouTube"	1015189	2133	2483	1465	"Stephon Marbury and Jimmer Fredette fight in China"	2	3	2720	"Sports"
"zNqCVTs38nU"	"2017-11-18"	"2017-11-13"	17	"D3sports.com"	47760	132	77	41	"Heidelberg's nifty hook-and-lateral to the left tackle"	5	8	1387	"Sports"
"c-3JxzN2u34"	"2017-11-17"	"2017-11-12"	25	"CBS Sunday Morning"	10541	261	7	19	"Lin-Manuel Miranda's next act: Helping rebuild Puerto Rico"	4	8	169723	"News & Politics"
"9t9u_yPEidY"	"2017-11-17"	"2017-11-10"	10	"JenniferLopezVEVO"	17679753	248909	21039	13058	"Jennifer Lopez - Amor, Amor, Amor (Official Video) ft. Wisin"	4	17	7257810	"Music"
"KODzih-pYlU"	"2017-11-17"	"2017-11-11"	22	"Grace Helbig"	218186	7773	230	443	"BLIND(folded) CAKE DECORATING CONTEST (with Molly Burke) // Grace Helbig"	4	12	3008137	"People & Blogs"
"8NHA23f7LvU"	"2017-11-14"	"2017-11-10"	24	"The Graham Norton Show"	1496225	16116	236	605	"Jason Momoa Wows Hugh Grant With Some Dothraki | The Graham Norton Show"	1	14	1676098	"Entertainment"
"w0XYVssCKjw"	"2017-11-17"	"2017-11-11"	17	"Kevin Durant"	194930	6466	139	536	"JaVale McGee's Parking Lot Chronicles: Episode 3"	4	20	620050	"Sports"
"9XSULcLI6Hg"	"2017-11-16"	"2017-11-12"	25	"JimBrowski 96HourNews"	36859	23	10	135	"Kellyanne Conway on Roy Moore This Week Abc: Trump’s Not Being Briefed On This Bit By Bit 11/12/17"	3	9	1544	"News & Politics"
"9xSx-5tmq44"	"2017-11-17"	"2017-11-11"	24	"Jeremy Jahns"	312769	8665	360	966	"Daddy's Home 2 - Movie Review"	3	10	1400125	"Entertainment"
"4v0nOAzcG2A"	"2017-11-16"	"2017-11-11"	28	"Jonathan Morrison"	300601	10497	382	991	"The Super Google Pixel 2 Camera Upgrade!"	3	26	2397437	"Science & Technology"
"1cgK-BIrXes"	"2017-11-16"	"2017-11-10"	24	"YouTube Spotlight"	849499	27121	2042	5181	"#VeteransDay: Thank You for Everything"	3	6	27221198	"Entertainment"
"ujyTQNNjjDU"	"2017-11-17"	"2017-11-10"	10	"GEazyMusicVEVO"	5159763	146732	4515	7048	"G-Eazy - The Plan (Official Video)"	4	4	4756225	"Music"
"PABlVzeldaM"	"2017-11-17"	"2017-11-12"	25	"U.S. Navy"	256760	782	98	793	"U.S. Navy Three Carrier Formation in Western Pacific Ocean"	4	10	85555	"News & Politics"
"6340tX9M_eM"	"2017-11-17"	"2017-11-10"	24	"IGN"	629166	8985	463	1030	"Batman: Gotham by Gaslight - Exclusive Trailer (2018)"	4	10	9401388	"Entertainment"
"8mhTWqWlQzU"	"2017-11-16"	"2017-11-11"	22	"Safiya Nygaard"	3031863	121285	1186	6852	"Wearing Online Dollar Store Makeup For A Week"	3	25	4169227	"People & Blogs"
"MNiweoKXwfg"	"2017-11-16"	"2017-11-13"	24	"INSIDER"	20529	318	11	41	"Watch Norman Reedus Come Face to Face with his ‘Walking Dead’ Double"	3	8	1461545	"Entertainment"
"Jw1Y-zhQURU"	"2017-11-17"	"2017-11-10"	26	"John Lewis"	8041928	60434	11437	7545	"John Lewis Christmas Ad 2017 - #MozTheMonster"	4	9	135706	"Howto & Style"
"cccyOn99s4Y"	"2017-11-16"	"2017-11-10"	24	"MeganBatoon"	82713	3124	151	250	"Reacting to Running a Half Marathon | MEGANBYTES EP. 101"	3	28	874240	"Entertainment"
"abGCYPCk294"	"2017-11-16"	"2017-11-11"	24	"John Campea"	45236	1581	110	911	"Justice League Reactions, Should Disney Buy Netflix - The John Campea Show"	3	12	116972	"Entertainment"
"IE-xepGLVt8"	"2017-11-14"	"2017-11-10"	28	"Mayo Clinic"	237307	1896	74	260	"Mayo Clinic's first face transplant patient meets donor’s family"	1	8	73242	"Science & Technology"
"ObIQ0s02UHg"	"2017-11-17"	"2017-11-10"	10	"Jason Derulo"	2954882	52519	2453	1948	"Jason Derulo - Tip Toe feat. French Montana (Official Lyric Video)"	4	7	9076056	"Music"
"cOc3tsFWoRs"	"2017-11-14"	"2017-11-10"	24	"The Late Late Show with James Corden"	1497519	15504	353	1084	"Jason Momoa & Lisa Bonet: Love at First Sight"	1	26	13608050	"Entertainment"
"AJYb0Yom5UQ"	"2017-11-16"	"2017-10-17"	23	"cocheusadoooo"	172587	379	49	199	"Howard Stern: George Takei Talks About Harvey Weinstein and Sexually Assault"	3	13	1409	"Comedy"
"gLswXiRLdkA"	"2017-11-16"	"2017-11-11"	26	"Amber Scholl"	525210	24412	1259	1847	"A VERY #EXTRA EBAY SHOPPING HAUL!"	3	12	1449988	"Howto & Style"
"MyEqfBkzESU"	"2017-11-16"	"2017-11-10"	26	"John Maclean"	390261	9474	3091	3207	"EXTREME GOLDEN TAN TRANSFORMATION"	3	13	183889	"Howto & Style"
"L_5_slz4ke4"	"2017-11-17"	"2017-11-12"	25	"ABC News"	11156	86	22	74	"Some NFL players call for an end to Thursday night football after 8 players were injured last week"	4	11	3346641	"News & Politics"
"OKoL852K9uA"	"2017-11-16"	"2017-11-11"	26	"mayratouchofglam"	122772	3912	298	403	"ICE PRIMER? DOES IT WORK?!"	3	5	1890090	"Howto & Style"
"pa_oUisZZy0"	"2017-11-16"	"2017-11-11"	22	"BuzzFeed Celeb"	243412	7782	104	340	"Mark Ruffalo Reads Hilarious Thirst Tweets"	3	22	1360210	"People & Blogs"
"fNtLIcyjsnI"	"2017-11-16"	"2017-11-09"	1	"Zero Media"	2122489	20085	1104	1321	"Game Night Official Trailer #1 (2018) Rachel McAdams, Jason Bateman Comedy Movie HD"	3	13	973496	"Film and Animation"
"_Iz83-Cmt6A"	"2017-11-16"	"2017-11-09"	10	"CMAVEVO"	58135	519	69	65	"Little Big Town with Jimmy Webb - Wichita Lineman (Live from the CMA Awards)"	3	17	66329	"Music"
"YlvCVbfS9M0"	"2017-11-16"	"2017-11-11"	10	"Alan Walker"	935744	37129	622	2673	"Alan Walker - All Falls Down (Behind The Scenes)"	3	38	12672164	"Music"
"arJ5h2TY3I4"	"2017-11-16"	"2017-11-10"	24	"SUPERFRUIT"	1233722	115781	1615	9706	"FANTASY (feat. Amber Liu) by SUPERFRUIT"	3	26	2545188	"Entertainment"
"gEHCXl4J9Qo"	"2017-11-17"	"2017-11-10"	24	"ABC Television Network"	2720774	76529	1960	3599	"Taylor Swift - “New Year’s Day” Fan Performance"	4	13	0	"Entertainment"
"kOnQocd799Y"	"2017-11-15"	"2017-11-09"	1	"CinemaSins"	2844271	60500	3667	8122	"Everything Wrong With Baby Driver In 14 Minutes Or Less"	2	9	7579253	"Film and Animation"
"e4FApt6z55c"	"2017-11-16"	"2017-11-10"	10	"kimbramusic"	226659	9725	400	1027	"Kimbra - Top of the World (Official Music Video)"	3	11	235528	"Music"
"2XK4omx9uMU"	"2017-11-16"	"2017-11-10"	10	"Capital FM"	1354030	57838	512	1257	"Camila Cabello COMPLETELY NAILS 'Finish The Lyric'"	3	32	2137177	"Music"
"jp9hK-jY6yY"	"2017-11-16"	"2017-11-09"	23	"IISuperwomanII"	3680540	216119	3570	20544	"When Someone Has A Crush on You | Lilly Singh"	3	37	13357328	"Comedy"
"DIU3xPdhCBI"	"2017-11-16"	"2017-11-09"	10	"BBC Music"	1262652	28119	1047	1113	"Sam Smith surprises brides at their wedding! (At The BBC)"	3	7	645538	"Music"
"wnwF1FHybDQ"	"2017-11-14"	"2017-11-10"	23	"Late Night with Seth Meyers"	225286	1731	193	206	"Mark Wahlberg's Kids Use Him for His Celeb Connections"	1	29	1968678	"Comedy"
"9oFP-pOMNwE"	"2017-11-15"	"2017-11-09"	24	"H&M"	271685	3330	854	0	"H&M Holiday 2017 starring Nicki Minaj – official teaser"	2	8	295387	"Entertainment"
"pz95u3UVpaM"	"2017-11-14"	"2017-11-10"	10	"CamilaCabelloVEVO"	5476737	286268	4083	12254	"Camila Cabello - Havana (Vertical Video) ft. Young Thug"	1	31	6358719	"Music"
"g5c1bk8weaQ"	"2017-11-15"	"2017-11-10"	23	"Liza Koshy"	3741812	314872	2647	12114	"FIRST TIME IM DOING THIS! TALKS WITH LIZA."	2	35	13857473	"Comedy"
"yuBqWcSKrCk"	"2017-11-14"	"2017-11-10"	24	"TheEllenShow"	304926	3305	130	275	"Owen Wilson on Meeting Julia Roberts, and Tandem Biking"	1	15	23760020	"Entertainment"
"uiA4B5Y63IQ"	"2017-11-15"	"2017-11-09"	1	"FoxSearchlight"	366814	4099	172	449	"THE SHAPE OF WATER - Final Trailer"	2	15	208047	"Film and Animation"
"viyRD5z6ilQ"	"2017-11-15"	"2017-11-10"	10	"LukeBryanVEVO"	147193	5405	151	395	"Luke Bryan - O Holy Night (Audio)"	2	8	1641737	"Music"
"QFfEtKvXMAs"	"2017-11-16"	"2017-11-10"	10	"NiallHoranVEVO"	505794	55628	192	3033	"Niall Horan - Too Much To Ask (Acoustic)"	3	15	2360833	"Music"
"fbHbTBP_u7U"	"2017-11-15"	"2017-11-09"	10	"NFVEVO"	2185367	96850	1130	8216	"NF - Let You Down"	2	11	1525232	"Music"
"Ja_GMU7-sjs"	"2017-11-15"	"2017-11-09"	28	"Marques Brownlee"	1646057	53901	1566	5963	"Google Pixelbook: $1000 of Weird!"	2	13	5887416	"Science & Technology"
"QOksZ8VogRw"	"2017-11-15"	"2017-11-09"	10	"Atlantic Records"	797436	29425	585	1497	"Bastille - World Gone Mad (from Bright: The Album) [Official Music Video]"	2	11	7296670	"Music"
"tOFkFZbPdnQ"	"2017-11-15"	"2017-11-09"	10	"Danny Sapko"	524911	7822	185	403	"Typical audience reaction to a bass solo..."	2	14	5467	"Music"
"_dhneCO4YEE"	"2017-11-15"	"2017-11-09"	22	"Full Frontal with Samantha Bee"	392482	5659	2432	1311	"Russian Bots and Trolls | November 8, 2017 Act 2 | Full Frontal on TBS"	2	6	827892	"People & Blogs"
"EYkEshCOhEU"	"2017-11-15"	"2017-11-10"	22	"Nicole Guerriero"	308352	15765	399	984	"The Ultimate Red Lip Look | Nicole Guerriero"	2	14	2888798	"People & Blogs"
"Rq9-mW6HgQE"	"2017-11-15"	"2017-11-09"	24	"The Late Show with Stephen Colbert"	908489	12261	339	1600	"Sean Astin Knew Nothing About 'Lord Of The Rings' Once Upon A Time"	2	30	3965373	"Entertainment"
"k29YnfttqEU"	"2017-11-14"	"2017-11-09"	23	"Jimmy Kimmel Live"	1315873	9312	584	769	"Mean Tweets – Country Music Edition #3"	1	31	11259007	"Comedy"
"J_QGZspO4gg"	"2017-11-15"	"2017-11-09"	10	"SiaVEVO"	1882868	88072	1219	6083	"Sia - Snowman"	2	1	10530112	"Music"
"PkRBTF6nt4E"	"2017-11-15"	"2017-11-10"	25	"Business Insider"	144694	1012	588	288	"Tesla's biggest problem is one nobody saw coming"	2	8	2824	"News & Politics"
"ozkqm2ifMw8"	"2017-11-15"	"2017-11-10"	10	"2CELLOS"	226317	11702	125	471	"2CELLOS - Cinema Paradiso [OFFICIAL VIDEO]"	2	26	3073400	"Music"
"htvR_dBs3eg"	"2017-11-14"	"2017-11-10"	10	"theneedledrop"	98422	2926	106	798	"Sam Smith - The Thrill of It All ALBUM REVIEW"	1	31	1329828	"Music"
"1Wk8ZRgXQnY"	"2017-11-15"	"2017-11-09"	10	"Andy Grammer"	41251	1561	29	96	"Andy Grammer - The Good Parts (Official Audio)"	2	14	344326	"Music"
"8l_e6bx8UG8"	"2017-11-15"	"2017-11-08"	10	"RemyMaVEVO"	1440724	36686	6598	9637	"Remy Ma - Wake Me Up (Audio) ft. Lil' Kim"	2	4	106500	"Music"
"RQDphL2MVlM"	"2017-11-15"	"2017-11-10"	26	"Dina Tokio"	77302	3756	123	222	"Everything I Wore This Week! Outfit Diary 1"	2	52	730238	"Howto & Style"
"X7flefV8tec"	"2017-11-15"	"2017-11-09"	24	"Team Coco"	379918	4472	4507	2066	"President Bill Clinton On Dictators, Democracy, & Why We Need Immigrants More Than Ever"	2	0	5600865	"Entertainment"
"cYw-oyJ7AEY"	"2017-11-15"	"2017-11-10"	10	"PitbullVEVO"	304700	12347	577	756	"Pitbull, Stereotypes - Jungle (Lyric Video) ft. E-40, Abraham Mateo"	2	4	10007174	"Music"
"6nJw-jPQYVI"	"2017-11-15"	"2015-05-21"	24	"Late Show with David Letterman"	193832	1351	25	128	"A Day in The Life of David Letterman"	2	27	0	"Entertainment"
"LMCuKltaY3M"	"2017-11-15"	"2017-11-10"	10	"ElbowVEVO"	180606	2400	159	239	"Elbow - Golden Slumbers (John Lewis Advert 2017)"	2	5	34590	"Music"
"6Detw08jRhs"	"2017-11-15"	"2017-11-09"	22	"MDNA SKIN"	55901	477	132	105	"MDNA SKIN: Express Yourself"	2	17	1183	"People & Blogs"
"vd4zwINEcLY"	"2017-11-14"	"2011-03-27"	24	"poofables"	95085	909	52	193	"Live in the now!"	1	9	30	"Entertainment"
"7fm7mll2qvg"	"2017-11-14"	"2017-11-10"	10	"SigridVEVO"	91776	4604	46	357	"Sigrid - Strangers (Lyric Video)"	1	5	198433	"Music"
"5gFpcEKayz4"	"2017-11-15"	"2017-11-09"	10	"MOMOMOYOUTHVEVO"	895507	38734	550	1270	"MØ - When I Was Young (Official Video)"	2	4	853329	"Music"
"eHIY3HNNqzM"	"2017-11-15"	"2017-11-10"	10	"TheScriptVEVO"	157037	7800	96	326	"The Script - Arms Open (Acoustic) [Audio]"	2	17	2475056	"Music"
"q-WipZ9p0wk"	"2017-11-14"	"2017-11-09"	26	"Brothers Green Eats"	77630	1991	83	208	"Three meals that cost me $1.50 each"	1	19	1042390	"Howto & Style"
"zy0b9e40tK8"	"2017-11-14"	"2017-11-09"	24	"Netflix"	378750	5642	146	675	"Dark | Official Trailer [HD] | Netflix"	1	26	3181914	"Entertainment"
"Y6eKxjMA9ek"	"2017-11-14"	"2017-11-09"	24	"Tucker Gott"	175852	15909	200	852	"Dropping And CATCHING A Paper Airplane At 2,000 Feet!"	1	36	570857	"Entertainment"
"Q6Usd3_fbq8"	"2017-11-14"	"2017-11-10"	10	"Nahre Sol"	5149	242	0	54	"Improvising in the style of different classical composers | Practice Notes 34"	1	18	5526	"Music"
"44NYFvhXmW8"	"2017-11-14"	"2017-11-08"	10	"ThirtySecondsToMarsVEVO"	1905487	65854	2442	4490	"Thirty Seconds To Mars - Walk On Water (Official Music Video)"	1	28	2126409	"Music"
"9wg3v-01yKQ"	"2017-11-14"	"2017-11-08"	10	"HarryStylesVEVO"	9632678	810895	16139	59473	"Harry Styles - Kiwi"	1	4	3291974	"Music"
"_qSW96a2aKY"	"2017-11-15"	"2017-11-08"	24	"Keith Urban"	878560	12961	1468	1788	"Keith Urban - Female (Official Audio)"	2	5	174968	"Entertainment"
"afgvlR9WmIQ"	"2017-11-14"	"2017-11-09"	10	"Maroon5VEVO"	762616	20159	336	899	"Maroon 5 - What Lovers Do (Live On The Ellen DeGeneres Show/2017)"	1	1	15600360	"Music"
"_CJN_ryETIY"	"2017-11-15"	"2017-11-09"	24	"X Factor Italia"	207678	10372	69	554	"Harry Styles canta Sign Of The Times a X Factor Italia - Live Show 3"	2	27	359287	"Entertainment"
"P4YJwy_T9pM"	"2017-11-14"	"2017-11-09"	22	"Tyler Williams"	691229	31892	197	1404	"I Picked My Girlfriend's Outfit Blindfolded"	1	18	547671	"People & Blogs"
"r96KpNTcog4"	"2017-11-15"	"2017-11-09"	23	"Chris and Jack"	134372	7979	80	310	"THE MOMENTS BETWEEN THE MONTAGE | Chris & Jack"	2	42	73378	"Comedy"
"x8eLIJAM58M"	"2017-11-14"	"2017-11-08"	24	"E! Entertainment"	812007	5894	951	851	"KUWTK | Scott Gets Upset Over Being Uninvited to Khloe K.'s Party | E!"	1	29	899996	"Entertainment"
"9ymjcSvEyhk"	"2017-11-14"	"2017-11-09"	10	"Enter Shikari"	99619	3959	158	335	"Enter Shikari - The Sights (Official Video)"	1	16	0	"Music"
"HNa_UWX51_s"	"2017-11-14"	"2017-11-09"	10	"PostmodernJukebox"	226088	10844	302	555	"Last Friday Night - Katy Perry ('40s Jazz Vibes Style Cover) ft. Olivia Kuper Harris"	1	22	3292548	"Music"
"08nkwgZIE4I"	"2017-11-14"	"2017-11-08"	10	"PinkVEVO"	651036	23338	442	1101	"P!nk - Barbies (Audio)"	1	4	7582837	"Music"
"5Smb3tZD1Qc"	"2017-11-14"	"2017-11-08"	24	"Tamar Chronicles"	451356	3454	284	623	"Tamar Braxton Talks Divorce In First Interview"	1	16	19264	"Entertainment"
"bhoFXkVy8JA"	"2017-11-14"	"2017-10-13"	1	"Blockbuster"	12609	40	79	17	"Basmati Blues - Trailer"	1	7	5616	"Film and Animation"
"_w58R1OGQFA"	"2017-11-14"	"2017-11-09"	10	"TrainVEVO"	30021	569	42	44	"Train - Have Yourself a Merry Little Christmas"	1	4	970542	"Music"
"BEweWXa5Twk"	"2017-11-14"	"2017-11-09"	26	"Christen Dominique"	471266	23634	460	1714	"FACE SURGERY WITH MAKEUP"	1	28	3688304	"Howto & Style"
"fIQ2Ty2OL34"	"2017-11-14"	"2017-11-10"	17	"FreeDawkins"	18573	420	10	236	"James Harden Triple-Double 2017.11.09 vs Cavs - 35 Pts, 13 Asts, 11 Rebs, 5 Stls, 2 GOOD!"	1	8	590200	"Sports"
"4d07RXYLsJE"	"2017-11-14"	"2017-11-04"	28	"Jenny Hanell"	1827	3	0	2	"Sphaera - demonstrating interaction"	1	0	5	"Science & Technology"
"DOIw62TXYkg"	"2017-11-14"	"2017-11-07"	28	"PetaPixel"	2457408	2707	200	209	"GoPro Gets Melted by Lava and Survives"	1	5	5912	"Science & Technology"
"0lbJHqAGpbA"	"2017-11-14"	"2017-11-09"	23	"RM Videos"	51143	258	5	10	"Dog reunites with her family"	1	3	100966	"Comedy"
"JuP1Z8xpRb8"	"2017-11-14"	"2017-11-09"	24	"BrianJustinCrum"	27010	1666	36	150	"Brian Justin Crum - Wild Side"	1	0	112761	"Entertainment"
"CR9zYgr84QY"	"2017-11-14"	"2017-11-09"	26	"CupcakeJemma"	122669	5723	55	263	"Chocolate Orange Autumn Cupcakes | Cupcake Jemma"	1	36	1206997	"Howto & Style"
"1640fZpYBSY"	"2017-11-14"	"2017-11-07"	22	"Anaki Abo"	358597	1211	72	593	"I love the Price is Right! Wooo! -Kevin"	1	0	25	"People & Blogs"
"M2-IpsWQUWs"	"2017-11-14"	"2017-11-09"	24	"Katy Perry"	56012	6243	106	414	"Katy Perry - Swish Swish (Behind the Scenes with Just Dance)"	1	6	2603695	"Entertainment"
"7m630xvAJtA"	"2017-11-14"	"2017-11-09"	22	"I'm With Her"	6148	121	3	19	"I'm With Her - See You Around [Official Audio]"	1	26	3128	"People & Blogs"
"CO9dIyNM_9Q"	"2017-11-14"	"2017-11-07"	25	"Storyful News"	244532	633	174	765	"Pitcher Roy Halladay Dies After Crashing ICON A5 Plane He Promoted in October (File)"	1	3	49239	"News & Politics"
"mwpHSMv1pI4"	"2017-11-14"	"2017-11-09"	23	"MyHarto"	359120	15130	223	1143	"Girlfriend Gives Me A Surprise Makeover!? | Hannah Hart"	1	41	2533984	"Comedy"
"Mfiim71QdYQ"	"2017-11-14"	"2017-11-08"	25	"Chicago Sun-Times"	33768	426	88	550	"Obama arrives for jury duty at Daley Center"	1	0	11133	"News & Politics"
"UFPSIa1cLRQ"	"2017-11-14"	"2017-11-09"	10	"PhilPhillipsVEVO"	38068	2195	28	154	"Phillip Phillips - Magnetic (Audio)"	1	5	461134	"Music"
"iNf6VErGDLI"	"2017-11-14"	"2017-11-08"	10	"Ozuna"	1498866	67227	1473	4645	"Ozuna - Música Sin Fronteras (A YouTube Documentary)"	1	9	13157836	"Music"
"6ixU_vdE0Es"	"2017-11-14"	"2017-11-08"	22	"Madelaine Petsch"	280065	20289	38	939	"BOYFRIEND DOES MY MAKEUP | Madelaine Petsch"	1	13	1197970	"People & Blogs"
"wRGldR_SQAA"	"2017-11-14"	"2017-11-09"	22	"Steve Kovach"	2259	0	0	0	"Apple Clips sample"	1	0	325	"People & Blogs"
"Xl38SuxyrgM"	"2017-11-14"	"2017-11-09"	17	"LetsGoWarriors"	16305	147	13	47	"STEPH CURRY and OMRI CASSPI, postgame GSW (9-3) vs MIN: peaking?, turnovers, Casspi role"	1	41	35371	"Sports"
"u7pV4vxD1bs"	"2017-11-14"	"2017-11-08"	25	"KSNV News 3 Las Vegas"	169511	57	59	79	"World's first self-driving shuttle crashes on first day of use"	1	4	471	"News & Politics"
"zYWt2mnalP8"	"2017-11-14"	"2017-11-08"	24	"Sailor J"	160477	8388	691	950	"How To Do Thanksgiving Makeup That Has Nothing To Do With The 566 Federally Recognized Tribes"	1	3	232414	"Entertainment"
"6hTzM1BPdU8"	"2017-11-14"	"2017-11-08"	22	"HiHo Kids"	130778	5684	53	737	"Kids Describe America to Koji the Illustrator"	1	11	1050076	"People & Blogs"
"MCW5HUkrr-o"	"2017-11-14"	"2017-11-08"	28	"ElectroBOOM"	560569	29990	341	1788	"Impossible Active Audio Noise Cancelling by Muzo"	1	37	1346352	"Science & Technology"
"YvfYK0EEhK4"	"2017-11-22"	"2017-11-14"	23	"Brent Pella"	1607810	39699	2268	1847	"Brent Pella - Why You Shouldn't Fly on Spirit Airlines"	8	23	20883	"Comedy"
"cxMvzK2OQTw"	"2017-11-22"	"2017-11-14"	23	"Cards Against Humanity"	1365087	25811	8876	6604	"Cards Against Humanity Saves America"	8	0	17212	"Comedy"
"bAkEd8r7Nnw"	"2017-11-22"	"2017-11-14"	24	"The Slow Mo Guys"	3794124	106105	2103	7663	"Slow Mo Katana Sword - 4K - The Slow Mo Guys"	8	26	10647755	"Entertainment"
